보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,어린이 주요 10대질병 입원비,"보험기간 중 피보험자가 어린이 주요 10대질병으로 진단이 확정되고, 그 어린이 주요 10대질병의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도)",4일 이상 입원일수 1일당 2만원,"1,000만원",16480  원,"13,340  원",,,,,,,file_16.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,어린이 주요 10대질병 입원비,"보험기간 중 피보험자가 어린이 주요 10대질병으로 진단이 확정되고, 그 어린이 주요 10대질병의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도)",4일 이상 입원일수 1일당 2만원,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,1~5종 수술비,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 수술을 받을 경우,수술 1회당 1종 10만원 2종 30만원 3종 50만원 4종 100만원 5종 300만원,"1,000만원",16480  원,"13,340  원",,,,,,,file_16.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),주계약,1~5종 수술비,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 수술을 받을 경우,수술 1회당 1종 10만원 2종 30만원 3종 50만원 4종 100만원 5종 300만원,"1,000만원",16480  원,"13,340  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),특약,(무)주산기질환수술특약,이 특약의 보험기간 중 피보험자가 「주산기질환」의 치료를 직접적인 목적으로 「수술」을 받을 경우,수술 1회당 50만원,1000만원,2760  원,"1,760  원",,,,,,,file_16.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),특약,(무)주산기질환수술특약,이 특약의 보험기간 중 피보험자가 「주산기질환」의 치료를 직접적인 목적으로 「수술」을 받을 경우,수술 1회당 50만원,1000만원,2760  원,"1,760  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),특약,(무)주산기질환입원특약,"이 특약의 보험기간 중 피보험자가 주산기질환으로 진단이 확정되고, 그 주산기질환의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도)",4일 이상 입원일수 1일당 1만원,1000만원,23670  원,"19,710  원",,,,,,,file_16.xls,교보라이프플래닛생명,(무)교보라플 어린이보험(순수보장형),특약,(무)주산기질환입원특약,"이 특약의 보험기간 중 피보험자가 주산기질환으로 진단이 확정되고, 그 주산기질환의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도)",4일 이상 입원일수 1일당 1만원,1000만원,23670  원,"19,710  원",2.25 %,-,-,105.4 %,103.8 %,-,-,-,-,순수보장형,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이 : 0세(태아포함) ~ 최고 15세 2. 보험기간 : 10년/20년만기, 30세만기 3. 보험료 예시 기준 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 4. 보험료 납입기간 : 10년/15년/20년납, 전기납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최대 1,000만원 7. 보험가격지수 : 순수보장형, 보험가입금액 1,000만원, 5세, 30세만기, 10년납, 월납 8. 태아가입시 (무)주산기질환입원특약 및 (무)주산기질환수술특약 의무부가",1566-0999
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],주계약,재해장해급여금,보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,보험가입금액의 100% x 해당 장해지급률,1000만원 원,2670  원,"2,530  원",,,,,,,file_26.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],주계약,재해장해급여금,보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,보험가입금액의 100% x 해당 장해지급률,1000만원 원,2670  원,"2,530  원",2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이일반암진단특약(해약환급금 미지급형),"이 특약의 보험기간 중 피보험자가 “암”으로 진단이 확정되었을 때 (다만, 최초 1회에 한하여 지급)",특약보험가입금액의 100%,1000만원 원,12450  원,"9,990  원",,,,,,,file_26.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이일반암진단특약(해약환급금 미지급형),"이 특약의 보험기간 중 피보험자가 “암”으로 진단이 확정되었을 때 (다만, 최초 1회에 한하여 지급)",특약보험가입금액의 100%,1000만원 원,12450  원,"9,990  원",2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이소액암진단특약(해약환급금 미지급형),"이 특약의 보험기간 중 피보험자가 “중증 이외의 갑상선암”으로 진단이 확정되었 을 때 (다만, 최초 1회에 한하여 지급) [※이외 보장담보는 상품요약서 참조]",특약보험가입금액의 100%,200만원 원,664  원,"1,362  원",,,,,,,file_26.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이소액암진단특약(해약환급금 미지급형),"이 특약의 보험기간 중 피보험자가 “중증 이외의 갑상선암”으로 진단이 확정되었 을 때 (다만, 최초 1회에 한하여 지급) [※이외 보장담보는 상품요약서 참조]",특약보험가입금액의 100%,200만원 원,664  원,"1,362  원",2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이입원보장특약(해약환급금 미지급형),"피보험자가 특약의 보험기간 중 질병 또는 재해의 치료를 직접 목적으로 1일 이상 계속하여 입원하였을 때 (다만, 1회 입원당 120일 한도)",특약보험가입금액의 100%,1만원 원,6467  원,"6,762  원",,,,,,,file_26.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이입원보장특약(해약환급금 미지급형),"피보험자가 특약의 보험기간 중 질병 또는 재해의 치료를 직접 목적으로 1일 이상 계속하여 입원하였을 때 (다만, 1회 입원당 120일 한도)",특약보험가입금액의 100%,1만원 원,6467  원,"6,762  원",2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이재해장해보장특약(해약환급금 미지급형),피보험자가 이 특약의 보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,"""특약보험가입금액의 100% × 해당 장해지급률""",1000만원 원,810  원,670  원,,,,,,,file_26.xls,ABL생명,(무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)],특약,(무)우리아이재해장해보장특약(해약환급금 미지급형),피보험자가 이 특약의 보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,"""특약보험가입금액의 100% × 해당 장해지급률""",1000만원 원,810  원,670  원,2.50 %,-,-,216.0 %,232.5 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 해약환급금 미지급형, 100세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],주계약,재해장해급여금,보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,보험가입금액의 100% x 해당 장해지급률,1000만원 원,1260  원,"1,170  원",,,,,,,file_26.xls,ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],주계약,재해장해급여금,보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때,보험가입금액의 100% x 해당 장해지급률,1000만원 원,1260  원,"1,170  원",2.50 %,-,-,577.5 %,1247.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 30세만기, 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이일반암진단특약,"이 특약의 보험기간 중 피보험자가 “암”으로 진단이 확정되었을 때 (다만, 최초 1회에 한하여 지급)",특약보험가입금액의 100%,1000만원 원,870  원,980  원,,,,,,,file_26.xls,ABL생명,(무)우리WON어린이보험[1형(재해장해보장형)],특약,(무)우리아이일반암진단특약,"이 특약의 보험기간 중 피보험자가 “암”으로 진단이 확정되었을 때 (다만, 최초 1회에 한하여 지급)",특약보험가입금액의 100%,1000만원 원,870  원,980  원,2.50 %,-,-,577.5 %,1247.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"1. 가입나이 : 태아 ~ 최대 15세 2. 가입한도 : 1,000만원 단일한도 3. 보험종류 : 1형(재해장해보장형) - 해약환급금 미지급형  1형(재해장해보장형) - 기본형  2형(일반암진단보장형) - 해약환급금 미지급형  2형(일반암진단보장형) - 기본형 4. 보험기간 : 30세만기, 80세만기, 100세만기 5. 보험료 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 5세, 10년납, 월납 6. 보험가격지수 예시기준 : 1형(재해장해보장형), 기본형, 30세만기, 가입금액 1,000만원, 5세, 10년납, 월납 ※ 태아를 피보험자로 할 경우 (무)주산기입원 및 통원보장특약을 의무부가함",1588-6500
