보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,남성보험료,여성보험료,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24,원본_열_25,원본_열_26,원본_열_27,원본_열_28,원본_열_29
하나손보,"무배당 하나더넥스트 간편 치매간병보험 3종(세만기형, 해약환급금미지급형Ⅱ)",,간편고지(3.2.5) 장기요양진단비(1~인지지원등급),장기요양 보장개시일 이후에  노인장기요양보험(1~인지지원등급) 수급대상으로 인정되었을 경우,,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편고지(3.2.5) 장기요양진단비(1~인지지원등급),장기요양 보장개시일 이후에  노인장기요양보험(1~인지지원등급) 수급대상으로 인정되었을 경우,,,,,,,,,,,,,,,,,,,,,,,,,
하나손보,"무배당 하나더넥스트 간편 치매간병보험 3종(세만기형, 해약환급금미지급형Ⅱ)",,간편고지(3.2.5) 중등도이상치매진단비Ⅱ,치매보장개시일 이후에 질병 또는 상해로 인하여 중등도이상치매상태로 진단 확정된 경우,,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편고지(3.2.5) 중등도이상치매진단비Ⅱ,치매보장개시일 이후에 질병 또는 상해로 인하여 중등도이상치매상태로 진단 확정된 경우,,,,,,,,,,,,,,,,,,,,,,,,,
하나손보,"무배당 하나더넥스트 간편 치매간병보험 3종(세만기형, 해약환급금미지급형Ⅱ)",,간편고지(3.2.5) 중증치매진단비Ⅱ,치매보장개시일 이후에 질병 또는 상해로 인하여 중증치매상태로 진단 확정된 경우,,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편고지(3.2.5) 중증치매진단비Ⅱ,치매보장개시일 이후에 질병 또는 상해로 인하여 중증치매상태로 진단 확정된 경우,,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[1종:해약환급금저지급형(일반)]2601,(무) NH더간편해진치매플러스보험[1종:해약환급금저지급형(일반)]2601,경증이상알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상알츠하이머치매로 진단 확정되고 그 시점부터 경증이상알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",가입금액,"131,742","131,742 원","112,784 원",,,,,,,,,장기보장성 비교 공시 (5).xls,,농협손보,(무) NH더간편해진치매플러스보험[1종:해약환급금저지급형(일반)]2601,경증이상알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상알츠하이머치매로 진단 확정되고 그 시점부터 경증이상알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",가입금액,"131,742","112,784",84.6,84.2,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[1종:해약환급금저지급형(일반)]2601,,경증이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상치매로 진단 확정되고 그 시점부터 경증이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,경증이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상치매로 진단 확정되고 그 시점부터 경증이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[1종:해약환급금저지급형(일반)]2601,,중등도이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중등도이상치매로 진단 확정되고 그 시점부터 중등도이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR2이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,중등도이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중등도이상치매로 진단 확정되고 그 시점부터 중등도이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR2이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[1종:해약환급금저지급형(일반)]2601,,중증알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증알츠하이머치매로 진단 확정되고 그 시점부터 중증알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,중증알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증알츠하이머치매로 진단 확정되고 그 시점부터 중증알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[1종:해약환급금저지급형(일반)]2601,,중증치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증치매로 진단 확정되고 그 시점부터 중증치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,중증치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증치매로 진단 확정되고 그 시점부터 중증치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[2종:해약환급금저지급형(간편)]2601,(무) NH더간편해진치매플러스보험[2종:해약환급금저지급형(간편)]2601,간편가입경증이상알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상알츠하이머치매로 진단 확정되고 그 시점부터 경증이상알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",가입금액,"85,821","85,821 원","75,585 원",,,,,,,,,장기보장성 비교 공시 (5).xls,,농협손보,(무) NH더간편해진치매플러스보험[2종:해약환급금저지급형(간편)]2601,간편가입경증이상알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상알츠하이머치매로 진단 확정되고 그 시점부터 경증이상알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",가입금액,"85,821","75,585",90.7,93,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[2종:해약환급금저지급형(간편)]2601,,간편가입경증이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상치매로 진단 확정되고 그 시점부터 경증이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편가입경증이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상치매로 진단 확정되고 그 시점부터 경증이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[2종:해약환급금저지급형(간편)]2601,,간편가입중등도이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중등도이상치매로 진단 확정되고 그 시점부터 중등도이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR2이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편가입중등도이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중등도이상치매로 진단 확정되고 그 시점부터 중등도이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR2이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[2종:해약환급금저지급형(간편)]2601,,간편가입중증알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증알츠하이머치매로 진단 확정되고 그 시점부터 중증알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편가입중증알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증알츠하이머치매로 진단 확정되고 그 시점부터 중증알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[2종:해약환급금저지급형(간편)]2601,,간편가입중증치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증치매로 진단 확정되고 그 시점부터 중증치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편가입중증치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증치매로 진단 확정되고 그 시점부터 중증치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[3종:표준형(일반)]2601,(무) NH더간편해진치매플러스보험[3종:표준형(일반)]2601,경증이상알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상알츠하이머치매로 진단 확정되고 그 시점부터 경증이상알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",가입금액,"142,365","142,365 원","121,849 원",,,,,,,,,장기보장성 비교 공시 (5).xls,,농협손보,(무) NH더간편해진치매플러스보험[3종:표준형(일반)]2601,경증이상알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상알츠하이머치매로 진단 확정되고 그 시점부터 경증이상알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",가입금액,"142,365","121,849",75.6,75.2,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[3종:표준형(일반)]2601,,경증이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상치매로 진단 확정되고 그 시점부터 경증이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,경증이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상치매로 진단 확정되고 그 시점부터 경증이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[3종:표준형(일반)]2601,,중등도이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중등도이상치매로 진단 확정되고 그 시점부터 중등도이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR2이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,중등도이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중등도이상치매로 진단 확정되고 그 시점부터 중등도이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR2이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[3종:표준형(일반)]2601,,중증알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증알츠하이머치매로 진단 확정되고 그 시점부터 중증알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,중증알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증알츠하이머치매로 진단 확정되고 그 시점부터 중증알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[3종:표준형(일반)]2601,,중증치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증치매로 진단 확정되고 그 시점부터 중증치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,중증치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증치매로 진단 확정되고 그 시점부터 중증치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[4종:표준형(간편)]2601,(무) NH더간편해진치매플러스보험[4종:표준형(간편)]2601,간편가입경증이상알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상알츠하이머치매로 진단 확정되고 그 시점부터 경증이상알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",치매진단확정일이 75세계약해당일 이전: 가입금액치매진단확정일이 75세계약해당일 이후: 가입금액×200%,"92,739","92,739 원","81,658 원",,,,,,,,,장기보장성 비교 공시 (5).xls,,농협손보,(무) NH더간편해진치매플러스보험[4종:표준형(간편)]2601,간편가입경증이상알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상알츠하이머치매로 진단 확정되고 그 시점부터 경증이상알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",치매진단확정일이 75세계약해당일 이전: 가입금액치매진단확정일이 75세계약해당일 이후: 가입금액×200%,"92,739","81,658",81,83,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[4종:표준형(간편)]2601,,간편가입경증이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상치매로 진단 확정되고 그 시점부터 경증이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편가입경증이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 경증이상치매로 진단 확정되고 그 시점부터 경증이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR1이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[4종:표준형(간편)]2601,,간편가입중등도이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중등도이상치매로 진단 확정되고 그 시점부터 중등도이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR2이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편가입중등도이상치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중등도이상치매로 진단 확정되고 그 시점부터 중등도이상치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR2이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[4종:표준형(간편)]2601,,간편가입중증알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증알츠하이머치매로 진단 확정되고 그 시점부터 중증알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편가입중증알츠하이머치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증알츠하이머치매로 진단 확정되고 그 시점부터 중증알츠하이머치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
농협손보,(무) NH더간편해진치매플러스보험[4종:표준형(간편)]2601,,간편가입중증치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증치매로 진단 확정되고 그 시점부터 중증치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,장기보장성 비교 공시 (5).xls,,,,간편가입중증치매진단비,"치매보장개시일 이후 진단확정된 질병 또는 상해로 인하여 중증치매로 진단 확정되고 그 시점부터 중증치매상태가 90일이상 계속되어 인지기능의 장애가 발생한 경우(CDR3이상)＊치매보장개시일 : 계약일부터 그날을 포함하여 1년이 지난날의 다음날. 단, 치매상태가 없는 상태에서 상해로 뇌의 손상을 직접적인 원인으로 치매상태가 발생한 경우 계약일(갱신형 계약의 경우 최초 계약일)을 치매보장개시일로 합니다.",,,,,,,,,,,,,,,,,,,,,,,,,
현대해상,(무)현대해상케어더블암치매보험(세만기형)(Hi2601) 1종,(무)현대해상케어더블암치매보험(세만기형)(Hi2601) 1종,기본계약(상해사망(간편맞춤고지)),상해로 사망한 경우,1억원,"388,017","388,017 원","300,410 원",,,,,,,,,장기보장성 비교 공시 (7).xls,,현대해상,(무)현대해상케어더블암치매보험(세만기형)(Hi2601) 1종,기본계약(상해사망(간편맞춤고지)),상해로 사망한 경우,1억원,"388,017","300,410",108.6,110.5,,,,,,,,,,,,,,,,,,,,
