보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,납입주기,source_file
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비Ⅱ(간편가입형),뇌혈관질환으로 진단확정시,,,"121,900 원","89,970 원",,,,," 무배당 흥Good 든든한 3N5 간편종합보험(26.03)_(2종)(20년갱신형)(통합간편가입형)(해약환급금지급형) 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(간편가입형),암(유사암제외)로 진단확정시(암 보장개시일 이후),,,,,,,,, 암(유사암제외)로 진단확정시(암 보장개시일 이후) 보험가입금액(비갱신형 및 갱신형(최초계약) 1년 미만 50%),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(간편가입형),일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(간편가입형),암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우,,,,,,,,," 암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우 암: 보험가입금액(1년미만 50%)갑상선암, 기타피부암: 보험가입금액의 20%(1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비Ⅱ(간편가입형),허혈성심질환으로 진단확정시,,,,,,,,," 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비Ⅱ(간편가입형),뇌혈관질환으로 진단확정시,,,"108,360 원","80,280 원",,,,," 무배당 흥Good 든든한 3N5 간편종합보험(26.03)_(2종)(20년갱신형)(통합간편가입형)(해약환급금미지급형) 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(간편가입형),암(유사암제외)로 진단확정시(암 보장개시일 이후),,,,,,,,, 암(유사암제외)로 진단확정시(암 보장개시일 이후) 보험가입금액(비갱신형 및 갱신형(최초계약) 1년 미만 50%),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(간편가입형),일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(간편가입형),암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우,,,,,,,,," 암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우 암: 보험가입금액(1년미만 50%)갑상선암, 기타피부암: 보험가입금액의 20%(1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비Ⅱ(간편가입형),허혈성심질환으로 진단확정시,,,,,,,,," 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비Ⅱ(경증간편가입형),뇌혈관질환으로 진단확정시,,,"110,490 원","83,180 원",,,,," 무배당 흥Good 든든한 3N5 간편종합보험(26.03)_(2종)(20년갱신형)(초경증간편가입형)(해약환급금지급형) 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(경증간편가입형),암(유사암제외)로 진단확정시(암 보장개시일 이후),,,,,,,,, 암(유사암제외)로 진단확정시(암 보장개시일 이후) 보험가입금액(비갱신형 및 갱신형(최초계약) 1년 미만 50%),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(경증간편가입형),일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(경증간편가입형),암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우,,,,,,,,," 암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우 암: 보험가입금액(1년미만 50%)갑상선암, 기타피부암: 보험가입금액의 20%(1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비Ⅱ(경증간편가입형),허혈성심질환으로 진단확정시,,,,,,,,," 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비Ⅱ(경증간편가입형),뇌혈관질환으로 진단확정시,,,"98,300 원","74,170 원",,,,," 무배당 흥Good 든든한 3N5 간편종합보험(26.03)_(2종)(20년갱신형)(초경증간편가입형)(해약환급금미지급형) 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(경증간편가입형),암(유사암제외)로 진단확정시(암 보장개시일 이후),,,,,,,,, 암(유사암제외)로 진단확정시(암 보장개시일 이후) 보험가입금액(비갱신형 및 갱신형(최초계약) 1년 미만 50%),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(경증간편가입형),일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(경증간편가입형),암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우,,,,,,,,," 암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우 암: 보험가입금액(1년미만 50%)갑상선암, 기타피부암: 보험가입금액의 20%(1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비Ⅱ(경증간편가입형),허혈성심질환으로 진단확정시,,,,,,,,," 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비(건강고지형),"뇌혈관질환으로 진단확정시(1회한, 1년미만 50%)",,,"189,340 원","122,120 원",,,,," 무배당 흥Good The 건강한 4565 종합보험(26.03)_(1종)(해약환급금지급형) 뇌혈관질환으로 진단확정시(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(건강고지형),"보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,,,,,,,," 보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(건강고지형),상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(건강고지형),"보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한, 1년미만 50%)",,,,,,,,," 보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비(건강고지형),"허혈성심질환으로 진단확정시(1회한, 1년미만 50%)",,,,,,,,," 허혈성심질환으로 진단확정시(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비(건강고지형),"뇌혈관질환으로 진단확정시(1회한, 1년미만 50%)",,,"164,850 원","108,060 원",,,,," 무배당 흥Good The 건강한 4565 종합보험(26.03)_(1종)(납입후 해약환급금지급형의 50‰지급형) 뇌혈관질환으로 진단확정시(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(건강고지형),"보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,,,,,,,," 보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(건강고지형),상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(건강고지형),"보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한, 1년미만 50%)",,,,,,,,," 보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비(건강고지형),"허혈성심질환으로 진단확정시(1회한, 1년미만 50%)",,,,,,,,," 허혈성심질환으로 진단확정시(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비(감액없음)(건강고지형),뇌혈관질환으로 진단확정시(1회한),,,"138,830 원","106,310 원",,,,, 무배당 흥Good The건강한 0550 종합보험(26.03)(1종)(해약환급금지급형) 뇌혈관질환진단비(감액없음)(건강고지형),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(감액없음)(건강고지형),"보장개시일 이후 암(유사암제외) 진단 확정시(1회한)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,,,,,,,," 암진단비(유사암제외)(감액없음)(건강고지형) 보장개시일 이후 암(유사암제외) 진단 확정시(1회한)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(건강고지형),상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(감액없음)(건강고지형),"보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한)",,,,,,,,," 항암방사선약물치료비(감액없음)(건강고지형) 보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비(감액없음)(건강고지형),허혈성심질환으로 진단확정시(1회한),,,,,,,,, 허혈성심질환진단비(감액없음)(건강고지형),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비(감액없음)(건강고지형),뇌혈관질환으로 진단확정시(1회한),,,"119,490 원","93,450 원",,,,, 무배당 흥Good The건강한 0550 종합보험(26.03)(2종)(납입후 해약환급금지급형의 50‰지급형) 뇌혈관질환진단비(감액없음)(건강고지형),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(감액없음)(건강고지형),"보장개시일 이후 암(유사암제외) 진단 확정시(1회한)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,,,,,,,," 암진단비(유사암제외)(감액없음)(건강고지형) 보장개시일 이후 암(유사암제외) 진단 확정시(1회한)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(건강고지형),상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(감액없음)(건강고지형),"보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한)",,,,,,,,," 항암방사선약물치료비(감액없음)(건강고지형) 보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비(감액없음)(건강고지형),허혈성심질환으로 진단확정시(1회한),,,,,,,,, 허혈성심질환진단비(감액없음)(건강고지형),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비Ⅱ(간편가입),뇌혈관질환으로 진단확정시,,,"239,770 원","192,260 원",,,,," 무배당 흥Good 든든한 325 암만 생각해도 간편종합보험(26.03)_(1종)(간편가입형)(납입후 해약환급금지급형의 50‰지급형) 보험가입금액(비갱신형 및 갱신형(최초계약) 90일미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(간편가입),암(유사암제외)로 진단확정시(암 보장개시일 이후),,,,,,,,, 암(유사암제외)로 진단확정시(암 보장개시일 이후) 보험가입금액(비갱신형 및 갱신형(최초계약) 1년 미만 50%),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(간편가입),일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(간편가입),암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우,,,,,,,,," 암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우 암: 보험가입금액(1년미만 50%)갑상선암, 기타피부암: 보험가입금액의 20%(1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비Ⅱ(간편가입),허혈성심질환으로 진단확정시,,,,,,,,," 보험가입금액(비갱신형 및 갱신형(최초계약) 90일미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비Ⅱ(간편가입),뇌혈관질환으로 진단확정시,,,"283,440 원","226,260 원",,,,," 무배당 흥Good 든든한 325 암만 생각해도 간편종합보험(26.03)_(1종)(간편가입형)(해약환급금지급형) 보험가입금액(비갱신형 및 갱신형(최초계약) 90일미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(간편가입),암(유사암제외)로 진단확정시(암 보장개시일 이후),,,,,,,,, 암(유사암제외)로 진단확정시(암 보장개시일 이후) 보험가입금액(비갱신형 및 갱신형(최초계약) 1년 미만 50%),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(간편가입),일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(간편가입),암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우,,,,,,,,," 암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우 암: 보험가입금액(1년미만 50%)갑상선암, 기타피부암: 보험가입금액의 20%(1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비Ⅱ(간편가입),허혈성심질환으로 진단확정시,,,,,,,,," 보험가입금액(비갱신형 및 갱신형(최초계약) 90일미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비Ⅱ(간편가입),뇌혈관질환으로 진단확정시,,,"181,910 원","144,660 원",,,,," 무배당 흥Good 든든한 325 암만 생각해도 간편종합보험(26.03)_(2종)(20년갱신형)(간편가입형)(해약환급금지급형) 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(간편가입),암(유사암제외)로 진단확정시(암 보장개시일 이후),,,,,,,,, 암(유사암제외)로 진단확정시(암 보장개시일 이후) 보험가입금액(비갱신형 및 갱신형(최초계약) 1년 미만 50%),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(간편가입),일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(간편가입),암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우,,,,,,,,," 암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우 암: 보험가입금액(1년미만 50%)갑상선암, 기타피부암: 보험가입금액의 20%(1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비Ⅱ(간편가입),허혈성심질환으로 진단확정시,,,,,,,,," 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단비Ⅱ(간편가입),뇌혈관질환으로 진단확정시,,,"159,960 원","127,920 원",,,,," 무배당 흥Good 든든한 325 암만 생각해도 간편종합보험(26.03)_(2종)(20년갱신형)(간편가입형)(해약환급금미지급형) 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단비(유사암제외)(간편가입),암(유사암제외)로 진단확정시(암 보장개시일 이후),,,,,,,,, 암(유사암제외)로 진단확정시(암 보장개시일 이후) 보험가입금액(비갱신형 및 갱신형(최초계약) 1년 미만 50%),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망(간편가입),일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료비(간편가입),암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우,,,,,,,,," 암등으로 진단 확정되고 그 치료를 목적으로 항암방사선치료 또는 항암약물치료를 받은 경우 암: 보험가입금액(1년미만 50%)갑상선암, 기타피부암: 보험가입금액의 20%(1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단비Ⅱ(간편가입),허혈성심질환으로 진단확정시,,,,,,,,," 보험가입금액(비갱신형 및 갱신형(최초계약) 90일 미만 10%, 1년 미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단,"뇌혈관질환으로 진단 확정시(1회한, 1년미만 50%)",,,"37,400 원","40,080 원",,,,," 무배당 흥Good 더플러스 종합보험(26.03)_(1종)(갱신형_20년)(해약환급금지급형) 뇌혈관질환으로 진단 확정시(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단(유사암제외),"보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,,,,,,,," 보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망,일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망후유장해(80%이상),일반상해로 80%이상 후유장해시(최초 1회한),,,,,,,,, 일반상해로 80%이상 후유장해시(최초 1회한),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료,"보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한, 1년미만 50%)",,,,,,,,," 보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단,"허혈성심질환으로 진단 확정시(1회한, 1년미만 50%)",,,,,,,,," 허혈성심질환으로 진단 확정시(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단,"뇌혈관질환으로 진단 확정시(1회한, 1년미만 50%)",,,"58,130 원","51,320 원",,,,," 무배당 흥Good 더플러스 종합보험(26.03)_(2종)(갱신형_30년)(해약환급금지급형) 뇌혈관질환으로 진단 확정시(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단(유사암제외),"보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,,,,,,,," 보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망,일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망후유장해(80%이상),일반상해로 80%이상 후유장해시(최초 1회한),,,,,,,,, 일반상해로 80%이상 후유장해시(최초 1회한),,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,항암방사선약물치료,"보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한, 1년미만 50%)",,,,,,,,," 보장개시일 이후 암으로 항암방사선 또는 항암약물치료시 (단, 갑상선암, 기타피부암으로 항암방사선약물치료시에는 20%지급)(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,허혈성심질환진단,"허혈성심질환으로 진단 확정시(1회한, 1년미만 50%)",,,,,,,,," 허혈성심질환으로 진단 확정시(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,뇌혈관질환진단,"뇌혈관질환으로 진단 확정시(1회한, 1년미만 50%)",,,"51,310 원","47,950 원",,,,," 무배당 흥Good 더플러스 종합보험(26.03)_(3종)(갱신형_30년)(해약환급금 미지급형) 뇌혈관질환으로 진단 확정시(1회한, 1년미만 50%)",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,암진단(유사암제외),"보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,,,,,,,," 보장개시일 이후 암(유사암제외) 진단 확정시(1회한, 1년미만 50%)* 유사암 : 갑상선암, 제자리암(상피내암), 경계성종양, 기타피부암",,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망,일반상해로 사망시,,,,,,,,,,,월납,장기보장성 비교 공시 (7).xls
롯데손보,(무) let:care 생활상해종합보험(주택플러스)(2602) (월납),주계약,일반상해사망후유장해(80%이상),일반상해로 80%이상 후유장해시(최초 1회한),,,,,,,,, 일반상해로 80%이상 후유장해시(최초 1회한),,월납,장기보장성 비교 공시 (7).xls
